Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward
1312,B2_HC,PI,NW,1,0,,
1313,B2_HC,PI,GAL,-1,1,,
1314,B2_HC,PC,NAL,-1,0,,
1315,B2_HC,PI,GAL,-1,1,,
1316,B2_HC,PI,GAL,-1,1,,
1317,B2_HC,PC,GW,1,1,,
1318,B2_HC,PI,GAL,-1,1,,
1319,B2_HC,PI,GAL,-1,1,,
1320,B2_HC,PI,NW,1,0,,
1321,B2_HC,PI,NW,1,0,,
1322,B2_HC,PC,GW,1,1,,
1323,B2_HC,PC,NAL,-1,0,,
1324,B2_HC,PC,NAL,-1,0,,
1325,B2_HC,PI,GAL,-1,1,,
1326,B2_HC,PI,NW,1,0,,
1327,B2_HC,PI,NW,1,0,,
1328,B2_HC,PI,GAL,-1,1,,
1329,B2_HC,PI,GAL,-1,1,,
1330,B2_HC,PC,GW,1,1,,
1331,B2_HC,PC,NAL,-1,0,,
1332,B2_HC,PI,NW,1,0,,
1333,B2_HC,PI,NW,1,0,,
1334,B2_HC,PI,GAL,-1,1,,
1335,B2_HC,PI,GAL,-1,1,,
1336,B2_HC,PI,GAL,-1,1,,
1337,B2_HC,PI,NW,1,0,,
1338,B2_HC,PC,NAL,-1,0,,
1339,B2_HC,PC,NAL,-1,0,,
1340,B2_HC,PI,GAL,-1,1,,
1341,B2_HC,PC,NAL,-1,0,,
1342,B2_HC,PC,GW,1,1,,
1343,B2_HC,PI,NW,1,0,,
1344,B2_HC,PC,NAL,-1,0,,
1345,B2_HC,PI,NW,1,0,,
1346,B2_HC,PI,NW,1,0,,
1347,B2_HC,PI,NW,1,0,,
1348,B2_HC,PC,GW,1,1,,
1349,B2_HC,PI,NW,1,0,,
1350,B2_HC,PI,NW,1,0,,
1351,B2_HC,PI,GAL,-1,1,,
1352,B2_HC,PI,GAL,-1,1,,
1353,B2_HC,PI,NW,1,0,,
1354,B2_HC,PI,NW,1,0,,
1355,B2_HC,PI,GAL,-1,1,,
1356,B2_HC,PI,GAL,-1,1,,
1357,B2_HC,PI,NW,1,0,,
1358,B2_HC,PI,NW,1,0,,
1359,B2_HC,PI,NW,1,0,,
1360,B2_HC,PC,GW,1,1,,
1361,B2_HC,PI,NW,1,0,,
1362,B2_HC,PC,NAL,-1,0,,
1363,B2_HC,PI,GAL,-1,1,,
1364,B2_HC,PI,GAL,-1,1,,
1365,B2_HC,PI,NW,1,0,,
1366,B2_HC,PC,NAL,-1,0,,
1367,B2_HC,PI,NW,1,0,,
1368,B2_HC,PI,NW,1,0,,
1369,B2_HC,PI,GAL,-1,1,,
1370,B2_HC,PI,GAL,-1,1,,
1371,B2_HC,PC,NAL,-1,0,,
1372,B2_HC,PI,GAL,-1,1,,
1373,B2_HC,PI,NW,1,0,,
1374,B2_HC,PC,GW,1,1,,
1375,B2_HC,PC,GW,1,1,,
1376,B2_HC,PC,NAL,-1,0,,
1377,B2_HC,PI,NW,1,0,,
1378,B2_HC,PI,GAL,-1,1,,
1379,B2_HC,PC,GW,1,1,,
1380,B2_HC,PC,GW,1,1,,
1381,B2_HC,PI,NW,1,0,,
1382,B2_HC,PI,NW,1,0,,
1383,B2_HC,PI,NW,1,0,,
1384,B2_HC,PC,GW,1,1,,
1385,B2_HC,PI,GAL,-1,1,,
1386,B2_HC,PI,GAL,-1,1,,
1387,B2_HC,PI,NW,1,0,,
1388,B2_HC,PI,NW,1,0,,
1389,B2_HC,PC,NAL,-1,0,,
1390,B2_HC,PI,GAL,-1,1,,
1391,B2_HC,PI,NW,1,0,,
1392,B2_HC,PC,GW,1,1,,
1393,B2_HC,PI,NW,1,0,,
1394,B2_HC,PC,GW,1,1,,
1395,B2_HC,PC,NAL,-1,0,,
1396,B2_HC,PI,NW,1,0,,
1397,B2_HC,PI,NW,1,0,,
1398,B2_HC,PC,GW,1,1,,
1399,B2_HC,PI,GAL,-1,1,,
1400,B2_HC,PI,GAL,-1,1,,
1401,B2_HC,PI,GAL,-1,1,,
1402,B2_HC,PI,GAL,-1,1,,
1403,B2_HC,PC,NAL,-1,0,,
1404,B2_HC,PI,NW,1,0,,
1405,B2_HC,PC,NAL,-1,0,,
1406,B2_HC,PI,NW,1,0,,
1407,B2_HC,PI,NW,1,0,,
1408,B2_HC,PI,GAL,-1,1,,
1409,B2_HC,PI,NW,1,0,,
1410,B2_HC,PI,NW,1,0,,
1411,B2_HC,PI,GAL,-1,1,,
1412,B2_HC,PI,NW,1,0,,
1413,B2_HC,PI,GAL,-1,1,,
1414,B2_HC,PI,NW,1,0,,
1415,B2_HC,PI,GAL,-1,1,,
1416,B2_HC,PC,GW,1,1,,
1417,B2_HC,PC,GW,1,1,,
1418,B2_HC,PC,GW,1,1,,
1419,B2_HC,PI,NW,1,0,,
1420,B2_HC,PI,GAL,-1,1,,
1421,B2_HC,PI,NW,1,0,,
1422,B2_HC,PI,GAL,-1,1,,
1423,B2_HC,PI,GAL,-1,1,,
1424,B2_HC,PI,GAL,-1,1,,
1425,B2_HC,PC,NAL,-1,0,,
1426,B2_HC,PI,NW,1,0,,
1427,B2_HC,PC,NAL,-1,0,,
1428,B2_HC,PC,NAL,-1,0,,
1429,B2_HC,PI,NW,1,0,,
1430,B2_HC,PI,GAL,-1,1,,
1431,B2_HC,PI,GAL,-1,1,,
1432,B2_HC,PI,GAL,-1,1,,
1433,B2_HC,PC,GW,1,1,,
1434,B2_HC,PI,GAL,-1,1,,
1435,B2_HC,PI,NW,1,0,,
1436,B2_HC,PC,NAL,-1,0,,
1437,B2_HC,PI,NW,1,0,,
1438,B2_HC,PI,GAL,-1,1,,
1439,B2_HC,PI,GAL,-1,1,,
1440,B2_HC,PI,NW,1,0,,
1441,B2_HC,PI,NW,1,0,,
1442,B2_HC,PC,GW,1,1,,
1443,B2_HC,PI,GAL,-1,1,,
1444,B2_HC,PC,NAL,-1,0,,
1445,B2_HC,PC,GW,1,1,,
1446,B2_HC,PC,NAL,-1,0,,
1447,B2_HC,PI,NW,1,0,,
1448,B2_HC,PI,GAL,-1,1,,
1449,B2_HC,PI,NW,1,0,,
1450,B2_HC,PC,GW,1,1,,
1451,B2_HC,PI,NW,1,0,,
1452,B2_HC,PI,NW,1,0,,
1453,B2_HC,PI,GAL,-1,1,,
1454,B2_HC,PI,GAL,-1,1,,
1455,B2_HC,PI,NW,1,0,,
1456,B2_HC,PI,GAL,-1,1,,
1457,B2_HC,PI,GAL,-1,1,,
1458,B2_HC,PI,GAL,-1,1,,
1459,B2_HC,PI,NW,1,0,,
1460,B2_HC,PI,GAL,-1,1,,
1461,B2_HC,PI,GAL,-1,1,,
1462,B2_HC,PI,NW,1,0,,
1463,B2_HC,PC,GW,1,1,,
1464,B2_HC,PI,GAL,-1,1,,
1465,B2_HC,PI,NW,1,0,,
1466,B2_HC,PI,GAL,-1,1,,
1467,B2_HC,PI,GAL,-1,1,,
1468,B2_HC,PI,NW,1,0,,
1469,B2_HC,PI,NW,1,0,,
1470,B2_HC,PI,NW,1,0,,
1471,B2_HC,PI,NW,1,0,,
1472,B2_HC,PC,NAL,-1,0,,
1473,B2_HC,PI,NW,1,0,,
1474,B2_HC,PI,NW,1,0,,
1475,B2_HC,PC,NAL,-1,0,,
1476,B2_HC,PI,NW,1,0,,
1477,B2_HC,PI,GAL,-1,1,,
1478,B2_HC,PI,GAL,-1,1,,
1479,B2_HC,PI,GAL,-1,1,,
1480,B2_HC,PI,GAL,-1,1,,
1481,B2_HC,PC,GW,1,1,,
1482,B2_HC,PI,GAL,-1,1,,
1483,B2_HC,PC,GW,1,1,,
1484,B2_HC,PI,GAL,-1,1,,
1485,B2_HC,PI,NW,1,0,,
1486,B2_HC,PC,GW,1,1,,
1487,B2_HC,PI,NW,1,0,,
1488,B2_HC,PI,NW,1,0,,
1489,B2_HC,PI,GAL,-1,1,,
1490,B2_HC,PI,NW,1,0,,
1491,B2_HC,PI,GAL,-1,1,,
1492,B2_HC,PC,NAL,-1,0,,
1493,B2_HC,PI,NW,1,0,,
1494,B2_HC,PI,GAL,-1,1,,
1495,B2_HC,PI,NW,1,0,,
1496,B2_HC,PI,NW,1,0,,
1497,B2_HC,PC,NAL,-1,0,,
1498,B2_HC,PC,NAL,-1,0,,
1499,B2_HC,PI,GAL,-1,1,,
1500,B2_HC,PC,NAL,-1,0,,
1501,B2_HC,PI,NW,1,0,,
1502,B2_HC,PI,NW,1,0,,
1503,B2_HC,PI,NW,1,0,,
1504,B2_HC,PI,NW,1,0,,
1505,B2_HC,PI,NW,1,0,,
1506,B2_HC,PI,GAL,-1,1,,
1507,B2_HC,PI,GAL,-1,1,,
1508,B2_HC,PI,NW,1,0,,
1509,B2_HC,PI,GAL,-1,1,,
1510,B2_HC,PI,NW,1,0,,
1511,B2_HC,PI,GAL,-1,1,,
1512,B2_HC,PI,NW,1,0,,
1513,B2_HC,PC,NAL,-1,0,,
1514,B2_HC,PI,GAL,-1,1,,
1515,B2_HC,PC,NAL,-1,0,,
1516,B2_HC,PI,NW,1,0,,
1517,B2_HC,PC,NAL,-1,0,,
1518,B2_HC,PI,NW,1,0,,
1519,B2_HC,PI,GAL,-1,1,,
1520,B2_HC,PI,NW,1,0,,
1521,B2_HC,PI,NW,1,0,,
1522,B2_HC,PI,NW,1,0,,
1523,B2_HC,PI,NW,1,0,,
1524,B2_HC,PI,GAL,-1,1,,
1525,B2_HC,PI,NW,1,0,,
1526,B2_HC,PI,GAL,-1,1,,
1527,B2_HC,PI,NW,1,0,,
1528,B2_HC,PI,GAL,-1,1,,
1529,B2_HC,PI,NW,1,0,,
1530,B2_HC,PI,NW,1,0,,
1531,B2_HC,PI,GAL,-1,1,,
1532,B2_HC,PC,NAL,-1,0,,
1533,B2_HC,PC,NAL,-1,0,,
1534,B2_HC,PI,NW,1,0,,
1535,B2_HC,PI,NW,1,0,,
1536,B2_HC,PC,NAL,-1,0,,
1537,B2_HC,PC,NAL,-1,0,,
1538,B2_HC,PI,GAL,-1,1,,
1539,B2_HC,PI,GAL,-1,1,,
1540,B2_HC,PC,NAL,-1,0,,
1541,B2_HC,PI,NW,1,0,,
1542,B2_HC,PI,GAL,-1,1,,
1543,B2_HC,PI,GAL,-1,1,,
1544,B2_HC,PI,NW,1,0,,
1545,B2_HC,PC,NAL,-1,0,,
1546,B2_HC,PI,GAL,-1,1,,
1547,B2_HC,PI,NW,1,0,,
1548,B2_HC,PI,GAL,-1,1,,
1549,B2_HC,PI,NW,1,0,,
1550,B2_HC,PI,NW,1,0,,
1551,B2_HC,PI,GAL,-1,1,,
1552,B2_HC,PC,NAL,-1,0,,
1553,B2_HC,PC,GW,1,1,,
1554,B2_HC,PI,GAL,-1,1,,
1555,B2_HC,PC,GW,1,1,,
1556,B2_HC,PI,GAL,-1,1,,
1557,B2_HC,PI,GAL,-1,1,,
1558,B2_HC,PI,NW,1,0,,
1559,B2_HC,PI,NW,1,0,,
1560,B2_HC,PI,NW,1,0,,
1561,B2_HC,PI,GAL,-1,1,,
1562,B2_HC,PI,NW,1,0,,
1563,B2_HC,PI,GAL,-1,1,,
1564,B2_HC,PC,NAL,-1,0,,
1565,B2_HC,PI,NW,1,0,,
1566,B2_HC,PI,NW,1,0,,
1567,B2_HC,PC,GW,1,1,,
1568,B2_HC,PI,NW,1,0,,
1569,B2_HC,PI,GAL,-1,1,,
1570,B2_HC,PI,GAL,-1,1,,
1571,B2_HC,PC,GW,1,1,,
1572,B2_HC,PI,NW,1,0,,
1573,B2_HC,PI,NW,1,0,,
1574,B2_HC,PI,GAL,-1,1,,
1575,B2_HC,PI,NW,1,0,,
1576,B2_HC,PC,GW,1,1,,
1577,B2_HC,PC,NAL,-1,0,,
1578,B2_HC,PI,NW,1,0,,
1579,B2_HC,PC,GW,1,1,,
1580,B2_HC,PI,GAL,-1,1,,
1581,B2_HC,PI,GAL,-1,1,,
1582,B2_HC,PI,GAL,-1,1,,
1583,B2_HC,PC,GW,1,1,,
1584,B2_HC,PI,GAL,-1,1,,
1585,B2_HC,PI,NW,1,0,,
1586,B2_HC,PC,GW,1,1,,
1587,B2_HC,PI,GAL,-1,1,,
1588,B2_HC,PI,GAL,-1,1,,
1589,B2_HC,PI,GAL,-1,1,,
1590,B2_HC,PC,GW,1,1,,
1591,B2_HC,PC,NAL,-1,0,,
1592,B2_HC,PI,GAL,-1,1,,
1593,B2_HC,PI,NW,1,0,,
1594,B2_HC,PC,GW,1,1,,
1595,B2_HC,PI,GAL,-1,1,,
1596,B2_HC,PI,NW,1,0,,
1597,B2_HC,PC,NAL,-1,0,,
1598,B2_HC,PI,GAL,-1,1,,
1599,B2_HC,PI,NW,1,0,,
1600,B2_HC,PI,NW,1,0,,
1601,B2_HC,PI,NW,1,0,,
1602,B2_HC,PI,GAL,-1,1,,
1603,B2_HC,PI,GAL,-1,1,,
1604,B2_HC,PI,NW,1,0,,
1605,B2_HC,PI,GAL,-1,1,,
1606,B2_HC,PI,GAL,-1,1,,
1607,B2_HC,PI,GAL,-1,1,,
1608,B2_HC,PI,NW,1,0,,
1609,B2_HC,PI,GAL,-1,1,,
1610,B2_HC,PI,NW,1,0,,
1611,B2_HC,PI,GAL,-1,1,,
1612,B2_HC,PC,GW,1,1,,
1613,B2_HC,PI,NW,1,0,,
1614,B2_HC,PC,NAL,-1,0,,
1615,B2_HC,PC,NAL,-1,0,,
1616,B2_HC,PI,GAL,-1,1,,
1617,B2_HC,PI,NW,1,0,,
1618,B2_HC,PI,GAL,-1,1,,
1619,B2_HC,PI,GAL,-1,1,,
1620,B2_HC,PC,GW,1,1,,
1621,B2_HC,PI,GAL,-1,1,,
1622,B2_HC,PI,GAL,-1,1,,
1623,B2_HC,PI,GAL,-1,1,,
1624,B2_HC,PI,GAL,-1,1,,
1625,B2_HC,PI,GAL,-1,1,,
1626,B2_HC,PI,NW,1,0,,
1627,B2_HC,PI,NW,1,0,,
1628,B2_HC,PI,GAL,-1,1,,
1629,B2_HC,PI,NW,1,0,,
1630,B2_HC,PI,NW,1,0,,
1631,B2_HC,PC,NAL,-1,0,,
1632,B2_HC,PI,NW,1,0,,
1633,B2_HC,PI,GAL,-1,1,,
1634,B2_HC,PC,NAL,-1,0,,
1635,B2_HC,PC,GW,1,1,,
1636,B2_HC,PI,GAL,-1,1,,
1637,B2_HC,PI,NW,1,0,,
1638,B2_HC,PI,NW,1,0,,
1639,B2_HC,PI,GAL,-1,1,,
1640,B2_HC,PI,GAL,-1,1,,
1641,B2_HC,PC,NAL,-1,0,,
1642,B2_HC,PC,GW,1,1,,
1643,B2_HC,PC,GW,1,1,,
1644,B2_HC,PC,GW,1,1,,
1645,B2_HC,PI,GAL,-1,1,,
1646,B2_HC,PI,GAL,-1,1,,
1647,B2_HC,PI,GAL,-1,1,,
1648,B2_HC,PC,GW,1,1,,
1649,B2_HC,PI,GAL,-1,1,,
1650,B2_HC,PI,NW,1,0,,
1651,B2_HC,PC,GW,1,1,,
1652,B2_HC,PI,GAL,-1,1,,
1653,B2_HC,PI,NW,1,0,,
1654,B2_HC,PC,GW,1,1,,
1655,B2_HC,PI,NW,1,0,,
1656,B2_HC,PC,NAL,-1,0,,
1657,B2_HC,PC,NAL,-1,0,,
1658,B2_HC,PC,NAL,-1,0,,
1659,B2_HC,PI,NW,1,0,,
1660,B2_HC,PC,NAL,-1,0,,
1661,B2_HC,PC,NAL,-1,0,,
1662,B2_HC,PI,NW,1,0,,
1663,B2_HC,PI,NW,1,0,,
1664,B2_HC,PI,GAL,-1,1,,
1665,B2_HC,PC,NAL,-1,0,,
1666,B2_HC,PC,GW,1,1,,
1667,B2_HC,PC,GW,1,1,,
1668,B2_HC,PC,GW,1,1,,
1669,B2_HC,PI,NW,1,0,,
1670,B2_HC,PC,NAL,-1,0,,
1671,B2_HC,PI,NW,1,0,,
1672,B2_HC,PC,NAL,-1,0,,
1673,B2_HC,PI,NW,1,0,,
1674,B2_HC,PI,NW,1,0,,
1675,B2_HC,PI,GAL,-1,1,,
1676,B2_HC,PC,GW,1,1,,
1677,B2_HC,PC,NAL,-1,0,,
1678,B2_HC,PC,NAL,-1,0,,
1679,B2_HC,PI,GAL,-1,1,,
1680,B2_HC,PI,NW,1,0,,
1681,B2_HC,PI,GAL,-1,1,,
1682,B2_HC,PC,GW,1,1,,
1683,B2_HC,PI,NW,1,0,,
1684,B2_HC,PI,GAL,-1,1,,
1685,B2_HC,PI,NW,1,0,,
1686,B2_HC,PI,NW,1,0,,
1687,B2_HC,PC,GW,1,1,,
1688,B2_HC,PI,GAL,-1,1,,
1689,B2_HC,PI,NW,1,0,,
1690,B2_HC,PI,NW,1,0,,
1691,B2_HC,PI,NW,1,0,,
1692,B2_HC,PC,GW,1,1,,
1693,B2_HC,PC,GW,1,1,,
1694,B2_HC,PC,NAL,-1,0,,
1695,B2_HC,PI,GAL,-1,1,,
1696,B2_HC,PI,NW,1,0,,
1697,B2_HC,PC,GW,1,1,,
1698,B2_HC,PI,GAL,-1,1,,
1699,B2_HC,PI,GAL,-1,1,,
1700,B2_HC,PI,GAL,-1,1,,
1701,B2_HC,PI,GAL,-1,1,,
1702,B2_HC,PI,NW,1,0,,
1703,B2_HC,PI,NW,1,0,,
1704,B2_HC,PC,GW,1,1,,
1705,B2_HC,PC,NAL,-1,0,,
1706,B2_HC,PI,GAL,-1,1,,
1707,B2_HC,PC,GW,1,1,,
1708,B2_HC,PC,GW,1,1,,
1709,B2_HC,PI,GAL,-1,1,,
1710,B2_HC,PI,GAL,-1,1,,
1711,B2_HC,PI,GAL,-1,1,,
1712,B2_HC,PI,NW,1,0,,
1713,B2_HC,PI,GAL,-1,1,,
1714,B2_HC,PI,GAL,-1,1,,
1715,B2_HC,PI,GAL,-1,1,,
1716,B2_HC,PC,NAL,-1,0,,
1717,B2_HC,PC,GW,1,1,,
1718,B2_HC,PI,NW,1,0,,
1719,B2_HC,PI,NW,1,0,,
1720,B2_HC,PI,GAL,-1,1,,
1721,B2_HC,PC,GW,1,1,,
1722,B2_HC,PI,GAL,-1,1,,
1723,B2_HC,PI,GAL,-1,1,,
1724,B2_HC,PC,NAL,-1,0,,
1725,B2_HC,PI,GAL,-1,1,,
1726,B2_HC,PI,GAL,-1,1,,
1727,B2_HC,PC,GW,1,1,,
1728,B2_HC,PI,NW,1,0,,
1729,B2_HC,PC,NAL,-1,0,,
1730,B2_HC,PI,NW,1,0,,
1731,B2_HC,PI,NW,1,0,,
1732,B2_HC,PC,GW,1,1,,
1733,B2_HC,PC,NAL,-1,0,,
1734,B2_HC,PI,NW,1,0,,
1735,B2_HC,PI,GAL,-1,1,,
1736,B2_HC,PC,NAL,-1,0,,
1737,B2_HC,PC,GW,1,1,,
1738,B2_HC,PC,GW,1,1,,
1739,B2_HC,PI,NW,1,0,,
1740,B2_HC,PC,NAL,-1,0,,
1741,B2_HC,PC,NAL,-1,0,,
1742,B2_HC,PI,GAL,-1,1,,
1743,B2_HC,PI,NW,1,0,,
1744,B2_HC,PC,GW,1,1,,
1745,B2_HC,PC,GW,1,1,,
1746,B2_HC,PI,NW,1,0,,
1747,B2_HC,PC,GW,1,1,,
1748,B2_HC,PC,NAL,-1,0,,
1749,B2_HC,PI,NW,1,0,,
1750,B2_HC,PI,NW,1,0,,
1751,B2_HC,PI,NW,1,0,,
1752,B2_HC,PI,GAL,-1,1,,
1753,B2_HC,PI,GAL,-1,1,,
1754,B2_HC,PC,GW,1,1,,
1755,B2_HC,PI,GAL,-1,1,,
1756,B2_HC,PI,GAL,-1,1,,
1757,B2_HC,PI,NW,1,0,,
1758,B2_HC,PC,NAL,-1,0,,
1759,B2_HC,PI,GAL,-1,1,,
1760,B2_HC,PI,GAL,-1,1,,
1761,B2_HC,PI,NW,1,0,,
1762,B2_HC,PI,NW,1,0,,
1763,B2_HC,PI,NW,1,0,,
1764,B2_HC,PI,GAL,-1,1,,
1765,B2_HC,PI,GAL,-1,1,,
1766,B2_HC,PI,NW,1,0,,
1767,B2_HC,PI,NW,1,0,,
1768,B2_HC,PI,NW,1,0,,
1769,B2_HC,PC,GW,1,1,,
1770,B2_HC,PI,GAL,-1,1,,
1771,B2_HC,PI,NW,1,0,,
1772,B2_HC,PC,GW,1,1,,
1773,B2_HC,PC,GW,1,1,,
1774,B2_HC,PI,NW,1,0,,
1775,B2_HC,PC,NAL,-1,0,,
1776,B2_HC,PI,GAL,-1,1,,
1777,B2_HC,PI,GAL,-1,1,,
1778,B2_HC,PC,GW,1,1,,
1779,B2_HC,PC,NAL,-1,0,,
1780,B2_HC,PC,NAL,-1,0,,
1781,B2_HC,PC,NAL,-1,0,,
1782,B2_HC,PI,NW,1,0,,
1783,B2_HC,PI,GAL,-1,1,,
1784,B2_HC,PC,NAL,-1,0,,
1785,B2_HC,PC,GW,1,1,,
1786,B2_HC,PI,GAL,-1,1,,
1787,B2_HC,PI,GAL,-1,1,,
1788,B2_HC,PI,GAL,-1,1,,
1789,B2_HC,PI,GAL,-1,1,,
1790,B2_HC,PI,NW,1,0,,
1791,B2_HC,PI,NW,1,0,,
1792,B2_HC,PI,NW,1,0,,
1793,B2_HC,PI,NW,1,0,,
1794,B2_HC,PI,NW,1,0,,
1795,B2_HC,PI,GAL,-1,1,,
1796,B2_HC,PI,NW,1,0,,
1797,B2_HC,PC,GW,1,1,,
1798,B2_HC,PI,NW,1,0,,
1799,B2_HC,PI,NW,1,0,,
1800,B2_HC,PC,NAL,-1,0,,
1801,B2_HC,PI,GAL,-1,1,,
1802,B2_HC,PI,GAL,-1,1,,
1803,B2_HC,PC,GW,1,1,,
1804,B2_HC,PI,NW,1,0,,
1805,B2_HC,PI,NW,1,0,,
1806,B2_HC,PC,NAL,-1,0,,
1807,B2_HC,PI,GAL,-1,1,,
1808,B2_HC,PI,NW,1,0,,
1809,B2_HC,PI,NW,1,0,,
1810,B2_HC,PI,GAL,-1,1,,
1811,B2_HC,PI,NW,1,0,,
1812,B2_HC,PI,NW,1,0,,
1813,B2_HC,PC,GW,1,1,,
1814,B2_HC,PC,NAL,-1,0,,
1815,B2_HC,PI,GAL,-1,1,,
1816,B2_HC,PI,NW,1,0,,
1817,B2_HC,PI,GAL,-1,1,,
1818,B2_HC,PI,NW,1,0,,
1819,B2_HC,PI,GAL,-1,1,,
1820,B2_HC,PI,GAL,-1,1,,
1821,B2_HC,PI,GAL,-1,1,,
1822,B2_HC,PI,NW,1,0,,
1823,B2_HC,PI,GAL,-1,1,,
1824,B2_HC,PI,GAL,-1,1,,
1825,B2_HC,PC,NAL,-1,0,,
1826,B2_HC,PI,GAL,-1,1,,
1827,B2_HC,PI,NW,1,0,,
1828,B2_HC,PC,GW,1,1,,
1829,B2_HC,PC,GW,1,1,,
1830,B2_HC,PI,NW,1,0,,
1831,B2_HC,PI,GAL,-1,1,,
1832,B2_HC,PI,NW,1,0,,
1833,B2_HC,PC,GW,1,1,,
1834,B2_HC,PC,GW,1,1,,
1835,B2_HC,PI,GAL,-1,1,,
1836,B2_HC,PC,GW,1,1,,
1837,B2_HC,PI,GAL,-1,1,,
1838,B2_HC,PI,NW,1,0,,
1839,B2_HC,PI,NW,1,0,,
1840,B2_HC,PI,GAL,-1,1,,
1841,B2_HC,PI,GAL,-1,1,,
1842,B2_HC,PI,GAL,-1,1,,
1843,B2_HC,PI,GAL,-1,1,,
1844,B2_HC,PC,NAL,-1,0,,
1845,B2_HC,PI,GAL,-1,1,,
1846,B2_HC,PC,GW,1,1,,
1847,B2_HC,PC,NAL,-1,0,,
1848,B2_HC,PI,NW,1,0,,
1849,B2_HC,PI,NW,1,0,,
1850,B2_HC,PI,NW,1,0,,
1851,B2_HC,PI,NW,1,0,,
1852,B2_HC,PI,GAL,-1,1,,
1853,B2_HC,PI,GAL,-1,1,,
1854,B2_HC,PI,GAL,-1,1,,
1855,B2_HC,PC,GW,1,1,,
1856,B2_HC,PI,GAL,-1,1,,
1857,B2_HC,PI,GAL,-1,1,,
1858,B2_HC,PI,GAL,-1,1,,
1859,B2_HC,PC,GW,1,1,,
1860,B2_HC,PI,GAL,-1,1,,
1861,B2_HC,PC,GW,1,1,,
1862,B2_HC,PC,NAL,-1,0,,
1863,B2_HC,PI,GAL,-1,1,,
1864,B2_HC,PI,GAL,-1,1,,
1865,B2_HC,PC,NAL,-1,0,,
1866,B2_HC,PI,GAL,-1,1,,
1867,B2_HC,PI,NW,1,0,,
1868,B2_HC,PI,GAL,-1,1,,
1869,B2_HC,PI,GAL,-1,1,,
1870,B2_HC,PC,GW,1,1,,
1871,B2_HC,PI,GAL,-1,1,,
1872,B2_HC,PI,GAL,-1,1,,
1873,B2_HC,PI,NW,1,0,,
1874,B2_HC,PC,GW,1,1,,
1875,B2_HC,PI,GAL,-1,1,,
1876,B2_HC,PC,NAL,-1,0,,
1877,B2_HC,PI,NW,1,0,,
1878,B2_HC,PI,GAL,-1,1,,
1879,B2_HC,PI,GAL,-1,1,,
1880,B2_HC,PI,GAL,-1,1,,
1881,B2_HC,PC,NAL,-1,0,,
1882,B2_HC,PI,GAL,-1,1,,
1883,B2_HC,PC,NAL,-1,0,,
1884,B2_HC,PI,GAL,-1,1,,
1885,B2_HC,PC,NAL,-1,0,,
1886,B2_HC,PI,GAL,-1,1,,
1887,B2_HC,PC,GW,1,1,,
1888,B2_HC,PI,GAL,-1,1,,
1889,B2_HC,PI,GAL,-1,1,,
1890,B2_HC,PI,NW,1,0,,
1891,B2_HC,PI,NW,1,0,,
1892,B2_HC,PI,NW,1,0,,
1893,B2_HC,PI,GAL,-1,1,,
1894,B2_HC,PI,NW,1,0,,
1895,B2_HC,PC,NAL,-1,0,,
1896,B2_HC,PC,NAL,-1,0,,
1897,B2_HC,PI,GAL,-1,1,,
1898,B2_HC,PI,NW,1,0,,
1899,B2_HC,PC,GW,1,1,,
1900,B2_HC,PI,NW,1,0,,
1901,B2_HC,PI,GAL,-1,1,,
1902,B2_HC,PC,NAL,-1,0,,
1903,B2_HC,PI,NW,1,0,,
1904,B2_HC,PC,NAL,-1,0,,
1905,B2_HC,PI,NW,1,0,,
1906,B2_HC,PC,NAL,-1,0,,
1907,B2_HC,PI,GAL,-1,1,,
1908,B2_HC,PI,NW,1,0,,
1909,B2_HC,PC,GW,1,1,,
1910,B2_HC,PI,NW,1,0,,
1911,B2_HC,PI,NW,1,0,,
1912,B2_HC,PI,NW,1,0,,
1913,B2_HC,PC,NAL,-1,0,,
1914,B2_HC,PI,NW,1,0,,
1915,B2_HC,PI,NW,1,0,,
1916,B2_HC,PI,NW,1,0,,
1917,B2_HC,PC,NAL,-1,0,,
1918,B2_HC,PC,GW,1,1,,
1919,B2_HC,PC,GW,1,1,,
1920,B2_HC,PI,GAL,-1,1,,
1921,B2_HC,PI,GAL,-1,1,,
1922,B2_HC,PI,NW,1,0,,
1923,B2_HC,PC,NAL,-1,0,,
1924,B2_HC,PC,GW,1,1,,
1925,B2_HC,PI,GAL,-1,1,,
1926,B2_HC,PC,GW,1,1,,
1927,B2_HC,PI,NW,1,0,,
1928,B2_HC,PC,GW,1,1,,
1929,B2_HC,PI,GAL,-1,1,,
1930,B2_HC,PI,NW,1,0,,
1931,B2_HC,PI,NW,1,0,,
1932,B2_HC,PI,GAL,-1,1,,
1933,B2_HC,PI,GAL,-1,1,,
1934,B2_HC,PI,NW,1,0,,
1935,B2_HC,PI,NW,1,0,,
1936,B2_HC,PC,NAL,-1,0,,
1937,B2_HC,PI,GAL,-1,1,,
1938,B2_HC,PI,GAL,-1,1,,
1939,B2_HC,PI,NW,1,0,,
1940,B2_HC,PC,GW,1,1,,
1941,B2_HC,PC,GW,1,1,,
1942,B2_HC,PI,GAL,-1,1,,
1943,B2_HC,PI,NW,1,0,,
1944,B2_HC,PC,GW,1,1,,
1945,B2_HC,PI,NW,1,0,,
